Intent	Eutterances	Jutterances
smalltalk_appraisal_welcome	i'm pleased	喜ん で おり ます 。
smalltalk_appraisal_welcome	so welcome	ようこそ
smalltalk_appraisal_welcome	whatever you want	何 で も お 好き な よう に
smalltalk_confirmation_cancel	please cancel	キャンセル し て ください 。
smalltalk_confirmation_cancel	dismissal	解雇
smalltalk_confirmation_cancel	don't go there	そこ に 行か ない で ください 。
smalltalk_confirmation_cancel	don't worry about it	どうぞ ご 心配 なく 。
smalltalk_confirmation_cancel	forget about this	これ に つい て は 忘れ て ください 。
smalltalk_confirmation_cancel	nothing is cancelled	何 も 中止 さ れ て い ませ ん 。
smalltalk_confirmation_cancel	nothing is canceled	何 も キャンセル さ れ て い ませ ん 。
smalltalk_confirmation_cancel	nothing canceled	Understood . Please provide the text you would like translated .
smalltalk_confirmation_cancel	can you cancel?	キャンセル し て いただけ ます か ？
smalltalk_confirmation_cancel	can you cancel it?	それ を キャンセル し て いただけ ます か ？
smalltalk_confirmation_cancel	can you cancel that?	それ を キャンセル し て いただけ ます か ？
smalltalk_confirmation_cancel	cancel the request	リクエスト を 取り消し ます 。
smalltalk_confirmation_cancel	cancel this entire thing	この 全体 を キャンセル する 。
smalltalk_confirmation_cancel	cancel the entire thing	全て を キャンセル し て ください 。
smalltalk_confirmation_cancel	can you stop it?	それ を 止め て もらえ ます か ？
smalltalk_confirmation_cancel	can you cancel this?	これ を キャンセル でき ます か ？
smalltalk_confirmation_cancel	cancel this	これ を キャンセル する 。
smalltalk_confirmation_cancel	i'd like to cancel	キャンセル し たい の です が 。
smalltalk_confirmation_cancel	but can you still cancel?	で も 、 まだ キャンセル でき ます か ？
smalltalk_confirmation_cancel	but can you cancel it?	しかし 、 キャンセル は 可能 です か ？
smalltalk_confirmation_no	no?	いいえ 。
smalltalk_confirmation_no	what about no?	どう でしょう か 。
smalltalk_confirmation_no	i don't want it	それ は 欲しく あり ませ ん 。
smalltalk_confirmation_no	i don't want that	それ は 望み ませ ん 。
smalltalk_confirmation_no	i disagree with you	私 は あなた に 同意 し ませ ん 。
smalltalk_confirmation_no	i don't agree	賛成 でき ませ ん 。
smalltalk_confirmation_no	i disagree	私 は 反対 です 。
smalltalk_confirmation_no	but i disagree	しかし 、 私 は 異議 が あり ます 。
smalltalk_confirmation_no	i don't think so	そう は 思い ませ ん 。
smalltalk_confirmation_no	but i don't think so	しかし 、 私 は そう は 思い ませ ん 。
smalltalk_confirmation_no	i said no	お 断り いたし ます 。
smalltalk_confirmation_no	but not today	しかし 、 今日 は そう で は あり ませ ん 。
smalltalk_confirmation_no	i don't want to do it	やり たく あり ませ ん 。
smalltalk_confirmation_no	i don't want to	し たく あり ませ ん 。
smalltalk_confirmation_no	no i wouldn't	いいえ 、 そう いたし ませ ん 。
smalltalk_confirmation_no	no please	いいえ 、 どうぞ 。
smalltalk_confirmation_no	not now thanks	了解 し まし た 。
smalltalk_confirmation_no	no need to thank you	お礼 の 言葉 は 不要 で ござい ます 。
smalltalk_dialog_hold_on	can you wait?	お 待ち いただけ ます か ？
smalltalk_dialog_hold_on	don't go too fast	あまり 急が ない で ください 。
smalltalk_dialog_hold_on	don't hurry	急が ない で ください 。
smalltalk_dialog_hug	wanna hug you	あなた を 抱きしめ たい です 。
smalltalk_dialog_hug	do you want a hug?	ハグ が 欲しい です か ？
smalltalk_dialog_hug	can i hug you?	抱きしめ て も よろしい です か ？
smalltalk_dialog_hug	i'd like to hug you	あなた を 抱きしめ たい です 。
smalltalk_dialog_hug	could you please hug me?	抱きしめ て いただけ ます か ？
smalltalk_dialog_hug	could you hug me	抱きしめ て いただけ ます か 。
smalltalk_dialog_hug	could you hug me?	抱きしめ て いただけ ます か ？
smalltalk_dialog_hug	can you give me a hug?	抱きしめ て くれ ます か ？
smalltalk_dialog_hug	i'd like a hug	抱擁 し て いただけ ます か 。
smalltalk_dialog_hug	i want a hug	抱きしめ て ほしい です 。
smalltalk_dialog_i_do_not_care	i don't care about it	私 は それ に つい て 気 に し て い ませ ん 。
smalltalk_dialog_i_do_not_care	i don't care	気 に し ませ ん 。
smalltalk_dialog_i_do_not_care	that shouldn't concern me	それ は 私 に 関係 ない こと です 。
smalltalk_dialog_i_do_not_care	i shouldn't care	気 に する べき で は あり ませ ん 。
smalltalk_dialog_i_do_not_care	i shouldn't care about this	この こと を 気 に する べき で は あり ませ ん 。
smalltalk_dialog_i_do_not_care	it doesn't bother me	それ は 私 に は 気 に なり ませ ん 。
smalltalk_dialog_i_do_not_care	i don't care a lot	あまり 気 に し て い ませ ん 。
smalltalk_dialog_i_do_not_care	i don't care at all	全く 気 に し ませ ん 。
smalltalk_dialog_i_do_not_care	you don't care?	気 に し ない ん です か ？
smalltalk_dialog_i_do_not_care	the fact that i'm not too concerned	自分 が あまり 心配 し て い ない と いう 事実
smalltalk_dialog_sorry	please excuse me	どう か ご 容赦 ください 。
smalltalk_dialog_sorry	i'm sorry	申し訳 ござい ませ ん 。
smalltalk_dialog_sorry	i apologize to you	あなた に お 詫び 申し上げ ます 。
smalltalk_dialog_sorry	i apologize	申し訳 ござい ませ ん 。
smalltalk_dialog_sorry	i'm so sorry	申し訳 ござい ませ ん 。
smalltalk_dialog_sorry	oh my apologies	大変 申し訳 ござい ませ ん 。
smalltalk_dialog_sorry	you should excuse me	ご 容赦 いただき たく 存じ ます 。
smalltalk_dialog_sorry	i'd like to give you an apology	お 詫び を 申し上げ ます 。
smalltalk_dialog_sorry	i beg your forgiveness	ご 容赦 ください ませ 。
smalltalk_dialog_sorry	i'm asking for your pardon	私 は 謝罪 を 求め て い ます 。
smalltalk_dialog_sorry	i beg your pardon	失礼 し まし た 。
smalltalk_dialog_sorry	i said i'm sorry	申し訳 ござい ませ ん でし た 。
smalltalk_dialog_sorry	apologize for the inconvenience	ご 不便 を お かけ し まし て 申し訳 ござい ませ ん 。
smalltalk_dialog_sorry	you're supposed to forgive me	あなた は 私 を 許す べき です 。
smalltalk_dialog_sorry	please forgive me	どう か お 許し ください 。
smalltalk_dialog_sorry	i'd like to say sorry	申し訳 ござい ませ ん と お 伝え し たい です 。
smalltalk_dialog_sorry	i want to say i'm sorry	申し訳 ござい ませ ん と 言い たい です 。
smalltalk_dialog_sorry	i just want to say i'm sorry	ただ お 詫び を 申し上げ たい と 思い ます 。
smalltalk_dialog_sorry	i just want to say sorry	ただ お 詫び を 申し上げ たく 存じ ます 。
smalltalk_dialog_sorry	i want to say sorry	申し訳 ござい ませ ん と 言い たい です 。
smalltalk_dialog_sorry	ok i'm sorry	申し訳 あり ませ ん 。
smalltalk_dialog_what_do_you_mean	what exactly are you referring to	具体的 に 何 を 指し て いる の です か ？
smalltalk_dialog_what_do_you_mean	is that what you mean?	それ が あなた の おっしゃる 意味 でしょう か ？
smalltalk_dialog_what_do_you_mean	what exactly are you saying?	具体的 に 何 を おっしゃっ て いる の です か ？
smalltalk_dialog_what_do_you_mean	but what do you mean?	しかし 、 それ は どういう 意味 です か ？
smalltalk_dialog_wrong	it wasn't right	それ は 正しく あり ませ ん でし た 。
smalltalk_dialog_wrong	so it's not what i asked	それ は 私 が 求め た もの で は あり ませ ん 。
smalltalk_dialog_wrong	that's not what i asked	それ は 私 が 尋ね た こと で は あり ませ ん 。
smalltalk_dialog_wrong	that's the wrong thing	それ は 間違っ た こと です 。
smalltalk_dialog_wrong	there's a mistake	間違い が あり ます 。
smalltalk_dialog_wrong	it's just wrong	ただ 間違っ て いる だけ です 。
smalltalk_dialog_wrong	it's not correct	それ は 正しく あり ませ ん 。
smalltalk_dialog_wrong	that's not correct	それ は 正しく あり ませ ん 。
smalltalk_emotions_ha_ha	ahahh	申し訳 あり ませ ん が 、 その 内容 を 翻訳 する こと は でき ませ ん 。
smalltalk_emotions_ha_ha	ahahahah	Understood . Please provide the text you would like translated .
smalltalk_emotions_ha_ha	ahahahaha	あはははは は
smalltalk_emotions_ha_ha	hahahahahaha	ハハハ ハハハハ
smalltalk_emotions_ha_ha	haha hahaha haha	「 ははは 、 ははは 、 はは 」
smalltalk_emotions_ha_ha	hahaha hahahahaha	ハハハハ ハハハ ハハハ
smalltalk_emotions_ha_ha	funny	面白い
smalltalk_emotions_ha_ha	very funny	とても 面白い
smalltalk_emotions_ha_ha	 very funny	とても 面白い です 。
smalltalk_greetings_bye	till the next time	次回 まで
smalltalk_greetings_bye	i have to go	私 は 行か なけれ ば なり ませ ん 。
smalltalk_greetings_bye	never mind	気 に し ない で ください 。
smalltalk_greetings_bye	so goodbye	さようなら 。
smalltalk_greetings_bye	that's all for goodbye	それ で は 、 さようなら
smalltalk_greetings_bye	keep me alone	一人 に さ せ て ください 。
smalltalk_greetings_bye	let me be alone	一人 に さ せ て ください 。
smalltalk_greetings_bye	just leave me alone	ほっ とい て ください 。
smalltalk_greetings_bye	all right bye	かしこまり まし た 。
smalltalk_greetings_bye	all right bye	それ で は 失礼 いたし ます 。
smalltalk_greetings_bye	ok good bye	はい 、 さようなら 。
smalltalk_greetings_goodevening	i hope you have a good night	良い 夜 を お 過ごし ください 。
smalltalk_greetings_goodevening	tonight	今夜
smalltalk_greetings_goodmorning	the morning	朝
smalltalk_greetings_goodnight	goodbye goodnight	さようなら 、 おやすみなさい 。
smalltalk_greetings_goodnight	goodbye good night	さようなら 、 おやすみなさい 。
smalltalk_greetings_goodnight	good night goodbye	おやすみなさい 、 さようなら 。
smalltalk_greetings_goodnight	all right good night	わかり まし た 、 おやすみなさい 。
smalltalk_greetings_goodnight	all right goodnight	で は 、 おやすみなさい 。
smalltalk_greetings_goodnight	all right have a good night	それ で は 、 おやすみなさい 。
smalltalk_greetings_goodnight	please sleep well	どうぞ 、 よく お やすみ ください 。
smalltalk_greetings_hello	nice day don't you think?	良い 天気 だ と 思い ませ ん か ？
smalltalk_greetings_hello	a great day isn't it?	素晴らしい 一日 です ね 。
smalltalk_greetings_hello	it's a lovely day doesn't it?	今日 は 素敵 な 日 です ね ？
smalltalk_greetings_how_are_you	how's your morning going?	朝 の 様子 は いかが です か ？
smalltalk_greetings_how_are_you	how is your morning so far?	今 の ところ 、 朝 は いかが です か ？
smalltalk_greetings_how_are_you	what's your progress?	進捗 は いかが です か ？
smalltalk_greetings_how_are_you	how's this going?	いかが でしょう か ？
smalltalk_greetings_how_are_you	how're you doing?	ご機嫌 いかが です か ？
smalltalk_greetings_how_are_you	how are you?	お 元気 です か ？
smalltalk_greetings_how_are_you	how is everything?	調子 は いかが です か ？
smalltalk_greetings_how_are_you	how are things going?	調子 は いかが です か ？
smalltalk_greetings_how_are_you	how are the things going?	物事 は どの よう に 進ん で い ます か ？
smalltalk_greetings_how_are_you	are you okay?	大丈夫 です か ？
smalltalk_greetings_how_are_you	are you fine?	お 元気 です か ？
smalltalk_greetings_how_are_you	how's the mood?	雰囲気 は いかが です か ？
smalltalk_greetings_how_are_you	how's your mood?	ご 気分 は いかが です か ？
smalltalk_greetings_how_are_you	what are you feeling like?	あなた は どのような お 気持ち です か ？
smalltalk_greetings_how_are_you	how are you today?	本日 は いかが です か ？
smalltalk_greetings_how_are_you	how do you do this?	これ は どの よう に し ます か ？
smalltalk_greetings_how_are_you	how do you do it?	どう やっ て それ を し ます か ？
smalltalk_greetings_how_are_you	how's the situation?	状況 は いかが です か ？
smalltalk_greetings_how_are_you	how's it?	いかが です か ？
smalltalk_greetings_how_are_you	how it's going?	いかが です か ？
smalltalk_greetings_how_are_you	how is this going?	いかが でしょう か ？
smalltalk_greetings_how_are_you	how's it going?	調子 は いかが です か ？
smalltalk_greetings_how_are_you	how's your night?	あなた の 夜 は いかが です か ？
smalltalk_greetings_how_are_you	how's your evening?	あなた の 晩 は いかが です か ？
smalltalk_greetings_how_are_you	how did the day go?	今日 一日 は どの よう に 過ごさ れ まし た か ？
smalltalk_greetings_how_are_you	how was your day?	お疲れ様 でし た か ？
smalltalk_greetings_how_are_you	are you having a good day?	今日 は 良い 一日 を お 過ごし です か ？
smalltalk_greetings_how_are_you	hope your day goes well	あなた の 一日 が うまく いき ます よう に
smalltalk_greetings_how_are_you	how's the life?	生活 は いかが です か ？
smalltalk_greetings_how_are_you	how's life?	お 元気 です か ？
smalltalk_greetings_how_are_you	i'm fine and you're fine	私 は 元気 です 、 あなた も 元気 です 。
smalltalk_greetings_how_are_you	how's your life?	お 元気 で いらっしゃい ます か ？
smalltalk_greetings_how_are_you	how is your life?	いかが お 過ごし です か ？
smalltalk_greetings_how_are_you	how's the day going?	今日 の 調子 は いかが です か ？
smalltalk_greetings_how_are_you	how's your day going?	お 元気 で お 過ごし です か ？
smalltalk_greetings_how_are_you	how is your morning going?	あなた の 今朝 の 調子 は いかが です か ？
smalltalk_greetings_how_are_you	what's your day like?	あなた の 一日 は どのような もの です か ？
smalltalk_greetings_how_are_you	how's your day gone?	お 元気 に 過ごさ れ て い ます か ？
smalltalk_greetings_how_are_you	what about you?	あなた は いかが です か ？
smalltalk_greetings_how_are_you	how about you?	あなた は いかが です か ？
smalltalk_greetings_how_are_you	how's your day?	お 元気 で いらっしゃい ます か ？
smalltalk_greetings_nice_to_meet_you	i'm glad to meet you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_meet_you	nice to see you too	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_see_you	happy to see you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_meet_you	happy to meet you	お 会い でき て うれしく 思い ます 。
smalltalk_greetings_nice_to_meet_you	i'm happy to see you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_meet_you	it's an honour to meet you	お 会い でき て 光栄 です 。
smalltalk_greetings_nice_to_see_you	wonderful to meet you	お 会い でき て 素晴らしい です 。
smalltalk_greetings_nice_to_see_you	what a pleasure to meet you	お 会い でき て 光栄 です 。
smalltalk_greetings_nice_to_see_you	how nice to see you	お 会い でき て 嬉しい です 。
smalltalk_greetings_nice_to_see_you	glad to see you again	お 会い でき て うれしい です 。
smalltalk_greetings_nice_to_talk_to_you	it's nice talking to you	お 話し でき て 嬉しい です 。
smalltalk_greetings_nice_to_talk_to_you	it was nice to talk with you	お 話し でき て 嬉しかっ た です 。
smalltalk_greetings_nice_to_talk_to_you	it's really nice to talk to you	お 話し でき て 本当 に うれしい です 。
smalltalk_greetings_nice_to_talk_to_you	i'm happy to talk to you	お 話し でき て うれしい です 。
smalltalk_greetings_nice_to_talk_to_you	what a pleasure to chat with you	あなた と お 話し でき て 、 大変 光栄 です 。
smalltalk_greetings_nice_to_talk_to_you	how nice to talk to you	お 話し でき て 、 とても 嬉しい です 。
smalltalk_greetings_whatsup	what's your thought?	ご 意見 は いかが です か ？
smalltalk_greetings_whatsup	what happened?	何 が 起こっ た の です か ？
smalltalk_greetings_whatsup	what happened	何 が 起こっ た の です か ？
smalltalk_greetings_whatsup	what's happened?	何 が 起こっ た の です か ？
smalltalk_greetings_whatsup	what's going on here?	こちら で は 何 が 起こっ て いる の です か ？
smalltalk_greetings_whatsup	what?	何 です か ？
smalltalk_greetings_whatsup	i asked what's going on	何 が 起こっ て いる の か 尋ね まし た 。
smalltalk_greetings_whatsup	i said what's going on?	何 が 起こっ て いる の か と 聞い た ん です 。
smalltalk_greetings_whatsup	i said what's going on	何 が 起こっ て いる の です か と 私 は 言い まし た 。
smalltalk_greetings_whatsup	i asked what's up?	どう し た の です か ？
smalltalk_greetings_whatsup	i said what's up	お 元気 です か と 申し まし た 。
smalltalk_greetings_whatsup	then what is going on?	それ で は 、 何 が 起こっ て いる の です か ？
smalltalk_greetings_whatsup	and what's going on?	それ で 、 何 が 起き て いる の です か ？
smalltalk_greetings_whatsup	then what's up?	それ で 、 どう し まし た か ？
smalltalk_greetings_whatsup	what's going on?	どう なさい まし た か ？
smalltalk_greetings_whatsup	what is going on?	何 が 起こっ て いる の です か ？
smalltalk_greetings_whatsup	what's the crack?	調子 は どう です か ？
smalltalk_greetings_whatsup	what's cooking?	何 を 作っ て いる ん です か ？
smalltalk_greetings_whatsup	hey what's going on?	こんにちは 、 どう か し まし た か ？
smalltalk_greetings_whatsup	hey what's up?	こんにちは 、 お 元気 です か ？
smalltalk_user_angry	i'm mad about this	この 件 に 腹 を 立て て い ます 。
smalltalk_user_angry	i'm angry and angry	私 は とても 腹 を 立て て い ます 。
smalltalk_user_angry	i am angry	私 は 怒っ て い ます 。
smalltalk_user_angry	i'm mad	私 は 怒っ て い ます 。
smalltalk_user_angry	i'm infuriated	私 は 激怒 し て い ます 。
smalltalk_user_angry	i'm enraged	私 は 激怒 し て い ます 。
smalltalk_user_sad	i'm upset	腹 が 立っ て い ます 。
smalltalk_user_angry	i'm angry	怒っ て い ます 。
smalltalk_user_angry	i'm furious	私 は 激怒 し て い ます 。
smalltalk_user_angry	i'm mad at you	あなた に 腹 を 立て て い ます 。
smalltalk_user_angry	i'm angry at you	あなた に 怒っ て い ます
smalltalk_user_angry	i'm angry with you	あなた に 腹 を 立て て い ます 。
smalltalk_user_angry	i am angry with you	私 は あなた に 腹 を 立て て い ます 。
smalltalk_user_angry	i'm crazy	私 は おかしい です 。
smalltalk_user_angry	i'm so mad	とても 腹 が 立っ て い ます 。
smalltalk_user_angry	i am mad at you	あなた に 腹 を 立て て い ます 。
smalltalk_user_back	i'm back	ただいま 戻り まし た 。
smalltalk_user_back	i'm here again	また 来 まし た 。
smalltalk_user_back	here i am again	また ここ に 来 まし た 。
smalltalk_user_back	now here i am again	さて 、 また ここ に 戻っ て き まし た 。
smalltalk_user_back	i got back there	私 は そこ に 戻り まし た 。
smalltalk_user_back	i've come back	戻っ て まいり まし た 。
smalltalk_user_back	i have come back	戻っ て まいり まし た 。
smalltalk_user_back	i got back	戻り まし た 。
smalltalk_user_back	i came back	戻っ て まいり まし た 。
smalltalk_user_bored	i'm bored	退屈 し て い ます 。
smalltalk_user_bored	boring?	退屈 です か ？
smalltalk_user_bored	i get bored	退屈 し て しまい ます 。
smalltalk_user_bored	i'm getting bored	退屈 し て い ます 。
smalltalk_user_bored	i am getting bored	退屈 し て い ます 。
smalltalk_user_bored	this is a boring thing	これ は 退屈 な こと です 。
smalltalk_user_bored	it's boring	退屈 です 。
smalltalk_user_bored	it's a bit boring	少し 退屈 です 。
smalltalk_user_busy	i'm overwhelmed	圧倒 さ れ て い ます 。
smalltalk_user_busy	i'm overloaded	手一杯 です 。
smalltalk_user_busy	i don't have time	時間 が あり ませ ん 。
smalltalk_user_busy	i'm busy	私 は 忙しい です 。
smalltalk_user_busy	i'm flooded	圧倒 さ れ て い ます 。
smalltalk_user_busy	i'm so swamped	とても 忙しい です 。
smalltalk_user_busy	i'm being swamped	手 が 回り ませ ん 。
smalltalk_user_busy	i'm swamped	手 が 離せ ませ ん 。
smalltalk_user_busy	i have things to do	やる べき こと が あり ます 。
smalltalk_user_busy	i have something to do	私 は やる べき こと が あり ます 。
smalltalk_user_busy	i have to do some work	仕事 が し なく て は いけ ませ ん 。
smalltalk_user_busy	i have a job to do	仕事 が あり ます 。
smalltalk_user_busy	i have some work to do	少し やら なけれ ば なら ない 仕事 が あり ます 。
smalltalk_user_busy	i work	私 は 働い て い ます 。
smalltalk_user_busy	i'm a worker	私 は 労働者 です 。
smalltalk_user_busy	i'm working	仕事中 です 。
smalltalk_user_busy	i don't have time to do this	これ を する 時間 が あり ませ ん 。
smalltalk_user_busy	i don't have time for it	それ に 時間 を 割く 余裕 が あり ませ ん 。
smalltalk_user_busy	i don't have time for this	これ に 時間 を 割く こと が でき ませ ん 。
smalltalk_user_can_not_sleep	i'm an insomniac	私 は 不眠症 です 。
smalltalk_user_can_not_sleep	i'm insomniac	私 は 不眠症 です 。
smalltalk_user_can_not_sleep	i'm insomnious	不眠 です 。
smalltalk_user_can_not_sleep	i'm a sleepless mess	私 は 不眠 で 混乱 し て い ます 。
smalltalk_user_sleepy	i'm sleepy	眠い です 。
smalltalk_user_can_not_sleep	i'm sleepless	眠れ ませ ん 。
smalltalk_user_can_not_sleep	i can't sleep	眠れ ませ ん 。
smalltalk_user_can_not_sleep	i can't get any sleep	眠る こと が でき ませ ん 。
smalltalk_user_can_not_sleep	i'm not able to sleep	眠れ ませ ん 。
smalltalk_user_can_not_sleep	can't sleep at all	全く 眠れ ませ ん 。
smalltalk_user_can_not_sleep	i can't fall asleep	眠る こと が でき ませ ん 。
smalltalk_user_can_not_sleep	i can't go to bed	寝る こと が でき ませ ん 。
smalltalk_user_can_not_sleep	i can't get to sleep	眠れ ませ ん 。
smalltalk_user_can_not_sleep	i can't have sleep	眠る こと が でき ませ ん 。
smalltalk_user_can_not_sleep	i am an insomniac	私 は 不眠症 です 。
smalltalk_user_can_not_sleep	i am a insomniac	私 は 不眠症 です 。
smalltalk_user_does_not_want_to_talk	bad time to chat	話 を する の に 適さ ない 時期 です 。
smalltalk_user_does_not_want_to_talk	a bad time to talk	話す に は 不都合 な 時期
smalltalk_user_does_not_want_to_talk	i don't want to talk about that	その こと に つい て は お 話し し たく あり ませ ん 。
smalltalk_user_does_not_want_to_talk	i don't want to talk	話し たく あり ませ ん 。
smalltalk_user_does_not_want_to_talk	stop talking	話す の を やめ て ください 。
smalltalk_user_does_not_want_to_talk	i'm not going to talk to you	あなた と は 話し ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not talking to you	私 は あなた と 話し て い ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not going to talk to you anymore	もう あなた と は 話し ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not talking to you anymore	もう あなた と は 話し ませ ん 。
smalltalk_user_does_not_want_to_talk	i don't want to talk to you	お 話し し たく あり ませ ん 。
smalltalk_user_does_not_want_to_talk	let's just stop talking for a minute	少し の 間 、 話す の を やめ ましょう 。
smalltalk_user_does_not_want_to_talk	i'm not happy to talk	お 話し する こと を あまり 快く 思っ て い ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not into chat	チャット に は あまり 興味 が あり ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not in a mood to talk	話す 気分 で は あり ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not in the mood to talk	話す 気分 で は あり ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not in the mood for talk	話す 気分 で は あり ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not in the mood to chat	お 話 を する 気分 で は あり ませ ん 。
smalltalk_user_does_not_want_to_talk	i'm not in the mood for chatting	あまり お 話し する 気分 で は あり ませ ん 。
smalltalk_user_excited	i'm excited	わくわく し て い ます 。
smalltalk_user_excited	i am excited	とても 楽しみ に し て い ます 。
smalltalk_user_excited	i'm very excited	とても わくわく し て い ます 。
smalltalk_user_excited	i'm really excited	とても 楽しみ に し て い ます 。
smalltalk_user_excited	how excited i am	どれ ほど 楽しみ で ある か
smalltalk_user_excited	i'm very excited about this	これ に つい て 非常 に 楽しみ に し て い ます 。
smalltalk_user_excited	i'm so excited	とても ワクワク し て い ます 。
smalltalk_user_excited	i'm delighted	とても 嬉しい です 。
smalltalk_user_excited	i'm really thrilled	本当 に 感激 し て い ます 。
smalltalk_user_excited	i'm thrilled	とても わくわく し て い ます 。
smalltalk_user_excited	i'm excited to work with you	ご 一緒 に お 仕事 が できる こと を 楽しみ に し て い ます 。
smalltalk_user_excited	i'm excited about working with you	あなた と 一緒 に 働く こと を 楽しみ に し て い ます 。
smalltalk_user_excited	i'm excited about starting our friendship	あなた と の 友情 が 始まる こと に とても わくわく し て い ます 。
smalltalk_user_excited	i'm excited to start our friendship	友達 と し て の 新しい 関係 が 始まる こと に わくわく し て い ます 。
smalltalk_user_going_to_bed	i want to go to sleep	寝 たい です 。
smalltalk_user_going_to_bed	i want to go to bed	寝 たい です 。
smalltalk_user_going_to_bed	i'd like to go to sleep	寝 たい の です が 。
smalltalk_user_going_to_bed	i'd like to go to bed	寝 たい です 。
smalltalk_user_going_to_bed	the time to go to bed	寝る 時間
smalltalk_user_going_to_bed	i'm going to bed	寝 ます 。
smalltalk_user_going_to_bed	i'm tired and i want to go to bed	疲れ まし た の で 、 寝 たい です 。
smalltalk_user_going_to_bed	i'm a little tired i want to go to bed	少し 疲れ まし た の で 、 寝 たい と 思い ます 。
smalltalk_user_going_to_bed	i'm a little tired and i want to go to bed	少し 疲れ まし た の で 、 寝 たい と 思い ます 。
smalltalk_user_good	i'm good	私 は 元気 です 。
smalltalk_user_good	i do great	私 は うまく やっ て い ます 。
smalltalk_user_good	i'm doing pretty good	私 は かなり 元気 に し て い ます 。
smalltalk_user_good	i'm doing so well	とても 順調 に 進ん で い ます 。
smalltalk_user_good	i'm doing great	私 は 元気 に やっ て い ます 。
smalltalk_user_good	i'm ok	大丈夫 です 。
smalltalk_user_good	i'm feeling good	私 は 元気 です 。
smalltalk_user_good	i'm doing okay	私 は まあまあ 元気 です 。
smalltalk_user_good	i'm doing well	私 は 元気 に 過ごし て い ます 。
smalltalk_user_good	i'm doing fine	元気 に し て い ます 。
smalltalk_user_good	i do it	私 は それ を 行い ます 。
smalltalk_user_good	i'm doing good	私 は 元気 です 。
smalltalk_user_good	i'm great thanks	元気 です 、 ありがとう ござい ます 。
smalltalk_user_happy	i'm glad	うれしい です 。
smalltalk_user_happy	i'm happy	嬉しい です 。
smalltalk_user_happy	i am happy	私 は 幸せ です 。
smalltalk_user_happy	if you are happy then so is i	あなた が 幸せ なら 、 私 も 幸せ です 。
smalltalk_user_happy	if you are happy then i'm happy	あなた が 幸せ なら 私 も 幸せ です 。
smalltalk_user_happy	if you're happy then i'm happy	あなた が 幸せ なら 、 私 も 幸せ です 。
smalltalk_user_happy	i'm happy for you	私 は あなた の こと を 嬉しく 思い ます 。
smalltalk_user_happy	i'm happy to help	Of course , I ' m happy to help .
smalltalk_user_has_birthday	i have a birthday today	今日 は 私 の 誕生日 です 。
smalltalk_user_has_birthday	i celebrate my birthday today	私 は 今日 、 誕生日 を 祝い ます 。
smalltalk_user_has_birthday	i'm celebrating my birthday today	今日 は 私 の 誕生日 を 祝っ て い ます 。
smalltalk_user_has_birthday	today's my birthday	今日 は 私 の 誕生日 です 。
smalltalk_user_has_birthday	today it's my birthday	今日 は 私 の 誕生日 です 。
smalltalk_user_has_birthday	i'm having my birthday today	今日 は 私 の 誕生日 です 。
smalltalk_user_has_birthday	my birthday	私 の 誕生日
smalltalk_user_has_birthday	i have a birthday	私 は 誕生日 です 。
smalltalk_user_here	i'm here now	今 ここ に い ます 。
smalltalk_user_here	i'm here	私 は ここ に い ます 。
smalltalk_user_here	i am here	私 は ここ に い ます 。
smalltalk_user_here	here i am	私 は ここ に い ます
smalltalk_user_here	i'm already here	すでに こちら に おり ます 。
smalltalk_user_here	can you tell me if i'm here?	私 が ここ に いる か 教え て いただけ ます か ？
smalltalk_user_here	can you tell if i'm here?	私 が ここ に いる か どう か 分かり ます か ？
smalltalk_user_here	can you tell me if i'm here or not?	私 が ここ に いる か どう か 教え て いただけ ます か ？
smalltalk_user_here	can you tell if i'm here or not?	私 が ここ に いる か どう か 、 わかり ます か ？
smalltalk_user_joking	i'm just kidding	冗談 です 。
smalltalk_user_joking	i'm just saying	ただ 言っ て いる だけ です 。
smalltalk_user_joking	i'm just joking	冗談 です 。
smalltalk_user_joking	i'm joking	冗談 です 。
smalltalk_user_joking	i am kidding	冗談 です 。
smalltalk_user_joking	i'm kidding	冗談 です 。
smalltalk_user_joking	i just'm trying to be funny	ただ 面白く なろう と し て いる だけ です 。
smalltalk_user_joking	i'm just funny	ただ わたし は 面白い だけ です 。
smalltalk_user_joking	i'm just having fun	ただ 楽しん で いる だけ です 。
smalltalk_user_joking	that was a joke	それ は 冗談 です 。
smalltalk_user_joking	just a joke	ただ の 冗談 です 。
smalltalk_user_joking	i just thought it was a joke	冗談 だ と 思っ た だけ です 。
smalltalk_user_joking	i just joked	冗談 を 言っ た だけ です 。
